sample_name,medical_term,matched_text,plain_language_explanation,occurrence_count_in_document,example_sentence
Pneumonia - Discharge Summary,viral,viral,"Related to viruses, which are tiny infectious particles.",2,"Atypical pneumonia, suspected viral.,2."
Kawasaki Disease - Discharge Summary,virus,virus,A germ that can infect your body and make you ill.,1,"Cardiology for echo followup in 4 to 6 weeks and instructed not to give any vaccine in less than 11 months because of IVIG, all the live virus vaccine, and if he gets any rashes, any fevers, should go to primary care doctor as soon as possible."
Discharge Summary - Lymphoma,visual,visual,Related to what you can see.,1,"ABC is a pleasant 60-year-old Caucasian female who was diagnosed in April 2008 with diffuse large B-cell lymphoma after she developed visual saltation, changes, and confusion."
ER Report - Chest Pain & Fever,visual,visual,Related to what you can see.,1,"The patient denies nosebleed, visual changes, nausea, vomiting, diarrhea or changes in bowel habits."
Speech Therapy - Discharge Summary - 2,visual,visual,Related to what you can see.,1,"The patient continues to have difficulty with visual scanning in cancellation task, secondary to her significant left neglect."
Discharge Summary - Migraine,visual fields,Visual fields,Visual fields are the whole area you can see without looking around.,1,Visual fields were intact to confrontation.
Back Pain - Discharge Summary,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"He denies any history of seizure disorders, but he did report that he had some momentary dizziness earlier, but that has since resolved.,PHYSICAL EXAMINATION:,VITAL SIGNS: At the time of admission, temperature 98, blood pressure 176/97, pulse 86, respirations 20, and 95% O2 saturation on room air."
Bronchiolitis - Discharge Summary,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",2,"The patient did receive a couple of doses, but she did not have any significant respiratory distress and she was discharged in improved condition.,DISCHARGE PHYSICAL EXAMINATION:,VITAL SIGNS: She is afebrile."
CHF & Pleural Effusion - Discharge Summary,vital signs,Vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"The patient's O2 saturations on room air were normal.,Vital signs were stable.,DISCHARGE MEDICATIONS: , He is being discharged home on Lasix 40 mg daily, potassium chloride 10 mEq daily, atenolol 25 mg daily, aspirin 5 grains daily, Ditropan 5 mg b.i.d., and Colace 100 mg b.i.d.,FOLLOWUP: , He will be followed in my office in 1 week."
COPD & Bronchitis - Discharge Summary,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"Her vital signs were stable.,She is discharged home to follow up with me in a week and a half.,Her daughter has been spoken to by phone and she will notify me if she worsens or has problems.,PROGNOSIS: ,Guarded."
Cardiac Transfer Summary,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,His vital signs were stable on admission.
Cholestasis Of Pregnancy,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"Therefore, there was anemia but not an unexplained anemia.,PHYSICAL EXAMINATION ON DISCHARGE: , Includes the stable vital signs, afebrile state."
Discharge Summary - 19,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"The patient denies any chest pain, nausea, vomiting, fever, chills, shortness of breath, abdominal pain or any urine or bowel problems.,PAST MEDICAL HISTORY: , Can be referred to the H&P dictated in the chart.,PAST SURGICAL HISTORY: , Can be referred to the H&P dictated in the chart.,PHYSICAL EXAMINATION: ,VITAL SIGNS: At the time of discharge temperature 36.6 degree Celsius, pulse rate of 77 per minute, respiratory rate 20 per minute, blood pressure 115/63, and oxygen saturation of 94% on room air.,GENERAL: The patient is a thin built Caucasian female with no pallor, cyanosis or icterus."
Discharge Summary - 4,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,He had been afebrile throughout his hospitalization and his vital signs were stable.
Discharge Summary - 6,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"He was stable for discharge home on MM/DD/YYYY with instructions to take Plavix daily for one month and Urology is aware of the same.,DISCHARGE EXAM:,VITAL SIGNS: Temperature 97.4, heart rate 68, respirations 18, blood pressure 133/70.,HEART: Regular rate and rhythm.,LUNGS: Clear to auscultation.,ABDOMEN: Obese, soft, nontender."
Discharge Summary - ATV Accident,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"He was afebrile and his vital signs were stable and once cleared by Orthopedics, he was deemed appropriate for discharge.,PROCEDURES DURING THIS HOSPITALIZATION:,1."
Discharge Summary - Hemodialysis,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,His vital signs remain stable.
Discharge Summary - Hip Surgery,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"On the day of her discharge, she was afebrile, vital signs were stable."
Discharge Summary - Nephrology,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,His vital signs indicated hemodynamic stability and he had no evidence of infection.
Discharge Summary - Peripheral vascular disease,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",2,His vital signs remained stable.
Discharge Summary - Respiratory Failure,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"The patient will need a sleep study, which the nursing home will be able to set up.,PHYSICAL EXAMINATION:,VITAL SIGNS: On the day of discharge, heart rate 99, respiratory rate 20, blood pressure 102/59, temperature 98.2, O2 sat 97%.,GENERAL: A well-developed white male who appears in no apparent distress.,HEENT: Unremarkable.,CARDIOVASCULAR: Positive S1, S2 without murmur, rubs, or gallops.,LUNGS: Clear to auscultation bilaterally without wheezes or crackles.,ABDOMEN: Positive for bowel sounds."
ESRD - Discharge Summary,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"End-stage renal disease.,PAST SURGICAL HISTORY: , Coronary artery bypass graft x5 in 1995 and cadaveric renal transplant in 1996.,SOCIAL HISTORY: ,The patient denies tobacco or ethanol use.,FAMILY HISTORY:, Hypertension.,PHYSICAL EXAMINATION: ,GENERAL: The patient was alert and oriented x3 in no acute distress, healthy-appearing male.,VITAL SIGNS: Temperature 96.6, blood pressure 166/106, heart rate 83, respiratory rate 18, and saturations 96% on room air.,CARDIOVASCULAR: Regular rate and rhythm.,PULMONARY: Clear to auscultation bilaterally.,ABDOMEN: Soft, nontender, and nondistended with positive bowel sounds.,EXTREMITIES: No clubbing, cyanosis, or edema.,PERTINENT LABORATORY DATA: , White blood cell count 6.4, hematocrit 34.6, and platelet count 182."
Falls - Discharge Summary,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"The patient denied SI or HI.,PHYSICAL EXAMINATION:,GENERAL: The patient is pleasant 82-year-old female in no acute distress.,VITAL SIGNS: Stable.,HEENT: Negative.,NECK: Supple."
GI Bleed - Discharge Summary,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"The patient was admitted to ABCD for further evaluation.,PAST MEDICAL HISTORY: ,Significant for atrial fibrillation, hypertension, osteoarthritis of the knees, hypercholesterolemia, non-insulin-dependent diabetes mellitus, asthma, and hypothyroidism.,PHYSICAL EXAMINATION:,GENERAL: The patient is in no acute distress.,VITAL SIGNS: Stable.,HEENT: Benign.,NECK: Supple."
Gastrointestinal Bleed - Discharge Summary,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,His vital signs are stable.
Goldenhar Syndrome - Discharge Summary,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"Her left side of the face is deformed with microglia present, micrognathia present, and a moderate amount of torticollis.,VITAL SIGNS: Presently, her temperature is 98, pulse 152, respirations 36, weight is 3.98 kg, pulse oximetry on room air is 95%.,HEENT: Head is with anterior fontanelle open."
Hip Surgery - Discharge Summar,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"First day of her last menstrual cycle was 08/23/207 and she reports that she is most likely not pregnant since her husband had a vasectomy years ago.,PHYSICAL EXAMINATION:,VITAL SIGNS: At the time of admission, temperature 97.7, blood pressure 108/52, heart rate 94, respirations 18, and 95% O2 saturation on room air.,GENERAL: No acute distress at the time of exam.,HEENT: Normocephalic."
Hypothermia - Discharge Summary,vital signs,vital signs,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,Other vital signs have been stable.
Knee Surgery - Discharge Summary,vital signs,VITAL SIGNS,"Vital signs are numbers that tell how well your body is doing, like your pulse, blood pressure, and temperature.",1,"She reports having some right knee pain, which is most intense at a ""certain position."" The patient is unable to elaborate on which ""certain position"" causes her the most discomfort.,ALLERGIES:, NKDA.,PAST MEDICAL HISTORY: , Hypertension, hypothyroidism, degenerative joint disease, GERD, anxiety disorder, Morton neuroma of her feet bilaterally, and distant history of migraine headaches some 30 years ago.,MEDICATIONS:, On transfer, Celebrex, Coumadin, Colace, Synthroid, Lovenox, Percocet, Toprol XL, niacin, and trazodone.,PHYSICAL EXAMINATION:,VITAL SIGNS: Temperature 96.5, blood pressure 127/72, pulse 70, respiratory rate 20, 95% O2 saturation on room air.,GENERAL: No acute distress at the time of the exam except as mentioned above complains of right knee pain at ""certain position."",HEENT: Normocephalic."
